timestamp,node_id,subsystem,sensor,parameter,value_raw,value_hrf
2018/08/25 00:00:10,001e0610e532,metsense,bmp180,pressure,9958200,995.82
2018/08/25 00:00:10,001e0610e532,metsense,bmp180,temperature,NA,22.8
2018/08/25 00:00:10,001e0610e532,metsense,htu21d,humidity,NA,65.97
2018/08/25 00:00:10,001e0610e532,metsense,htu21d,temperature,NA,22.27
2018/08/25 00:00:10,001e0610e532,metsense,tsys01,temperature,NA,22.76
2018/08/25 00:00:13,001e06113ad8,metsense,bmp180,pressure,10170432,1017.36
2018/08/25 00:00:13,001e06113ad8,metsense,bmp180,temperature,28630,50.9
2018/08/25 00:00:13,001e06113ad8,metsense,htu21d,temperature,19208,4.65
2018/08/25 00:00:13,001e06113ad8,metsense,tsys01,temperature,9663488,20.17
2018/08/25 00:00:14,001e0610ee36,metsense,bmp180,pressure,10894112,1033.05
2018/08/25 00:00:14,001e0610ee36,metsense,bmp180,temperature,24304,25.0
2018/08/25 00:00:14,001e0610ee36,metsense,htu21d,humidity,37446,65.42
2018/08/25 00:00:14,001e0610ee36,metsense,htu21d,temperature,25672,21.98
2018/08/25 00:00:14,001e0610ee36,metsense,tsys01,temperature,9736402,22.63
2018/08/25 00:00:15,001e0610ee5d,metsense,bmp180,pressure,10955520,1035.6
2018/08/25 00:00:15,001e0610ee5d,metsense,bmp180,temperature,24053,23.4
2018/08/25 00:00:15,001e0610ee5d,metsense,htu21d,humidity,41766,73.66
2018/08/25 00:00:15,001e0610ee5d,metsense,htu21d,temperature,24868,19.83
2018/08/25 00:00:15,001e0610ee5d,metsense,tsys01,temperature,9674762,20.55
2018/08/25 00:00:15,001e06113a48,metsense,bmp180,pressure,9992032,960.25
2018/08/25 00:00:15,001e06113a48,metsense,bmp180,temperature,26231,36.9
2018/08/25 00:00:15,001e06113a48,metsense,htu21d,humidity,42310,74.7
2018/08/25 00:00:15,001e06113a48,metsense,htu21d,temperature,25092,20.43
2018/08/25 00:00:15,001e06113a48,metsense,tsys01,temperature,9663572,20.17
2018/08/25 00:00:16,001e06109416,metsense,bmp180,pressure,10865152,1070.01
2018/08/25 00:00:16,001e06109416,metsense,bmp180,temperature,26681,39.6
2018/08/25 00:00:16,001e06109416,metsense,htu21d,humidity,42490,75.04
2018/08/25 00:00:16,001e06109416,metsense,htu21d,temperature,24992,20.16
2018/08/25 00:00:16,001e06109416,metsense,tsys01,temperature,9643830,19.5
2018/08/25 00:00:16,001e0610bc10,metsense,bmp180,pressure,10908608,1035.33
2018/08/25 00:00:16,001e0610bc10,metsense,bmp180,temperature,24341,25.2
2018/08/25 00:00:16,001e0610bc10,metsense,htu21d,humidity,42966,75.95
2018/08/25 00:00:16,001e0610bc10,metsense,htu21d,temperature,24760,19.54
2018/08/25 00:00:16,001e0610bc10,metsense,tsys01,temperature,9642022,19.44
2018/08/25 00:00:16,001e0610ee82,metsense,bmp180,pressure,9917800,991.78
2018/08/25 00:00:16,001e0610ee82,metsense,bmp180,temperature,NA,20.29
2018/08/25 00:00:16,001e0610ee82,metsense,htu21d,humidity,NA,74.2
2018/08/25 00:00:16,001e0610ee82,metsense,htu21d,temperature,NA,20.61
2018/08/25 00:00:16,001e0610ee82,metsense,tsys01,temperature,NA,20.8
2018/08/25 00:00:16,001e061130f4,metsense,bmp180,pressure,10711744,990.41
2018/08/25 00:00:16,001e061130f4,metsense,bmp180,temperature,23086,17.0
2018/08/25 00:00:16,001e061130f4,metsense,htu21d,humidity,42966,75.95
2018/08/25 00:00:16,001e061130f4,metsense,htu21d,temperature,25008,20.2
2018/08/25 00:00:16,001e061130f4,metsense,tsys01,temperature,9669456,20.37
2018/08/25 00:00:16,001e06113f54,metsense,bmp180,pressure,10113600,1001.03
2018/08/25 00:00:16,001e06113f54,metsense,bmp180,temperature,27987,47.2
2018/08/25 00:00:16,001e06113f54,metsense,htu21d,humidity,44206,78.31
2018/08/25 00:00:16,001e06113f54,metsense,htu21d,temperature,24572,19.03
2018/08/25 00:00:16,001e06113f54,metsense,tsys01,temperature,9632402,19.11
2018/08/25 00:00:17,001e0611462f,metsense,bmp180,pressure,9624160,934.54
2018/08/25 00:00:17,001e0611462f,metsense,bmp180,temperature,27428,44.0
2018/08/25 00:00:17,001e0611462f,metsense,htu21d,humidity,41250,72.67
2018/08/25 00:00:17,001e0611462f,metsense,htu21d,temperature,24620,19.16
2018/08/25 00:00:17,001e0611462f,metsense,tsys01,temperature,9642120,19.44
2018/08/25 00:00:18,001e0610ba8f,metsense,bmp180,pressure,9927400,992.74
2018/08/25 00:00:18,001e0610ba8f,metsense,bmp180,temperature,NA,20.84
2018/08/25 00:00:18,001e0610ba8f,metsense,htu21d,humidity,NA,77.98
2018/08/25 00:00:18,001e0610ba8f,metsense,htu21d,temperature,NA,20.17
2018/08/25 00:00:18,001e0610ba8f,metsense,tsys01,temperature,NA,20.78
2018/08/25 00:00:18,001e0610ee41,metsense,bmp180,pressure,9935100,993.51
2018/08/25 00:00:18,001e0610ee41,metsense,bmp180,temperature,NA,19.7
2018/08/25 00:00:18,001e0610ee41,metsense,htu21d,temperature,NA,19.38
2018/08/25 00:00:18,001e0610ee41,metsense,tsys01,temperature,NA,19.34
2018/08/25 00:00:20,001e0610b9e9,metsense,bmp180,pressure,10732704,1017.8
2018/08/25 00:00:20,001e0610b9e9,metsense,bmp180,temperature,24490,26.2
2018/08/25 00:00:20,001e0610b9e9,metsense,htu21d,humidity,42398,74.86
2018/08/25 00:00:20,001e0610b9e9,metsense,htu21d,temperature,24688,19.35
2018/08/25 00:00:20,001e0610b9e9,metsense,tsys01,temperature,9660840,20.08
2018/08/25 00:00:20,001e0610ee33,metsense,bmp180,pressure,9926300,992.63
2018/08/25 00:00:20,001e0610ee33,metsense,bmp180,temperature,NA,20.95
2018/08/25 00:00:20,001e0610ee33,metsense,htu21d,humidity,NA,72.35
2018/08/25 00:00:20,001e0610ee33,metsense,htu21d,temperature,NA,20.82
2018/08/25 00:00:20,001e0610ee33,metsense,tsys01,temperature,NA,21.12
2018/08/25 00:00:21,001e06113cf1,metsense,bmp180,pressure,10177920,1019.03
2018/08/25 00:00:21,001e06113cf1,metsense,bmp180,temperature,28681,51.2
2018/08/25 00:00:21,001e06113cf1,metsense,htu21d,humidity,41326,72.82
2018/08/25 00:00:21,001e06113cf1,metsense,htu21d,temperature,25024,20.25
2018/08/25 00:00:21,001e06113cf1,metsense,tsys01,temperature,9668738,20.35
2018/08/25 00:00:21,001e06113d22,metsense,bmp180,pressure,9624832,937.75
2018/08/25 00:00:21,001e06113d22,metsense,bmp180,temperature,27649,45.3
2018/08/25 00:00:21,001e06113d22,metsense,htu21d,humidity,46534,82.75
2018/08/25 00:00:21,001e06113d22,metsense,htu21d,temperature,24944,20.03
2018/08/25 00:00:21,001e06113d22,metsense,tsys01,temperature,9644810,19.54
2018/08/25 00:00:21,001e061146ba,metsense,bmp180,pressure,10153504,988.71
2018/08/25 00:00:21,001e061146ba,metsense,bmp180,temperature,26852,40.6
2018/08/25 00:00:21,001e061146ba,metsense,htu21d,humidity,43082,76.17
2018/08/25 00:00:21,001e061146ba,metsense,htu21d,temperature,24872,19.84
2018/08/25 00:00:21,001e061146ba,metsense,tsys01,temperature,9684868,20.89
2018/08/25 00:00:23,001e061135cb,metsense,bmp180,pressure,9909200,990.92
2018/08/25 00:00:23,001e061135cb,metsense,bmp180,temperature,NA,19.25
2018/08/25 00:00:23,001e061135cb,metsense,htu21d,humidity,NA,79.57
2018/08/25 00:00:23,001e061135cb,metsense,htu21d,temperature,NA,19.34
2018/08/25 00:00:23,001e061135cb,metsense,tsys01,temperature,NA,19.92
2018/08/25 00:00:23,001e061144be,metsense,bmp180,pressure,9999008,985.31
2018/08/25 00:00:23,001e061144be,metsense,bmp180,temperature,27851,46.4
2018/08/25 00:00:23,001e061144be,metsense,htu21d,humidity,39942,70.18
2018/08/25 00:00:23,001e061144be,metsense,htu21d,temperature,25328,21.06
2018/08/25 00:00:23,001e061144be,metsense,tsys01,temperature,9710464,21.76
2018/08/25 00:00:24,001e0610bc12,metsense,bmp180,temperature,28779,51.7
2018/08/25 00:00:24,001e0610bc12,metsense,htu21d,humidity,43282,76.55
2018/08/25 00:00:24,001e0610bc12,metsense,htu21d,temperature,24816,19.69
2018/08/25 00:00:24,001e0610bc12,metsense,tsys01,temperature,9642772,19.47
2018/08/25 00:00:24,001e06115365,metsense,bmp180,pressure,10166016,1026.11
2018/08/25 00:00:24,001e06115365,metsense,bmp180,temperature,29267,54.5
2018/08/25 00:00:24,001e06115365,metsense,htu21d,humidity,37934,66.35
2018/08/25 00:00:24,001e06115365,metsense,htu21d,temperature,25592,21.77
2018/08/25 00:00:24,001e06115365,metsense,tsys01,temperature,9741282,22.8
2018/08/25 00:00:26,001e0610bbff,metsense,bmp180,pressure,9923900,992.39
2018/08/25 00:00:26,001e0610bbff,metsense,bmp180,temperature,NA,19.9
2018/08/25 00:00:26,001e0610bbff,metsense,tsys01,temperature,NA,19.96
2018/08/25 00:00:26,001e0610fb4c,metsense,bmp180,pressure,9924200,992.42
2018/08/25 00:00:26,001e0610fb4c,metsense,bmp180,temperature,NA,19.7
2018/08/25 00:00:26,001e0610fb4c,metsense,tsys01,temperature,NA,19.59
2018/08/25 00:00:27,001e0610bbf9,metsense,bmp180,pressure,11018304,1015.62
2018/08/25 00:00:27,001e0610bbf9,metsense,bmp180,temperature,22599,13.7
2018/08/25 00:00:27,001e0610bbf9,metsense,htu21d,humidity,47438,84.48
2018/08/25 00:00:27,001e0610bbf9,metsense,htu21d,temperature,24344,18.42
2018/08/25 00:00:27,001e0610bbf9,metsense,tsys01,temperature,9638916,19.34
2018/08/25 00:00:28,001e0610e537,metsense,bmp180,pressure,10583168,987.84
2018/08/25 00:00:28,001e0610e537,metsense,bmp180,temperature,23750,21.4
2018/08/25 00:00:28,001e0610e537,metsense,htu21d,humidity,41766,73.66
2018/08/25 00:00:28,001e0610e537,metsense,htu21d,temperature,24776,19.58
2018/08/25 00:00:28,001e0610e537,metsense,tsys01,temperature,9649364,19.69
2018/08/25 00:00:28,001e0610ef27,metsense,bmp180,pressure,9938400,993.84
2018/08/25 00:00:28,001e0610ef27,metsense,bmp180,temperature,NA,20.5
2018/08/25 00:00:28,001e0610ef27,metsense,htu21d,temperature,NA,3.38
2018/08/25 00:00:28,001e0610ef27,metsense,tsys01,temperature,NA,20.12
2018/08/25 00:00:28,001e06113acb,metsense,bmp180,pressure,10386144,1033.39
2018/08/25 00:00:28,001e06113acb,metsense,bmp180,temperature,27968,47.1
2018/08/25 00:00:28,001e06113acb,metsense,htu21d,humidity,44130,78.17
2018/08/25 00:00:28,001e06113acb,metsense,htu21d,temperature,24632,19.2
2018/08/25 00:00:28,001e06113acb,metsense,tsys01,temperature,9640442,19.38
2018/08/25 00:00:29,001e0610eef4,metsense,bmp180,pressure,9911600,991.16
2018/08/25 00:00:29,001e0610eef4,metsense,bmp180,temperature,NA,19.45
2018/08/25 00:00:29,001e0610eef4,metsense,htu21d,humidity,NA,79.1
2018/08/25 00:00:29,001e0610eef4,metsense,htu21d,temperature,NA,19.74
2018/08/25 00:00:29,001e0610eef4,metsense,tsys01,temperature,NA,19.99
2018/08/25 00:00:31,001e0610e540,metsense,bmp180,pressure,9958400,995.84
2018/08/25 00:00:31,001e0610e540,metsense,bmp180,temperature,NA,21.65
2018/08/25 00:00:31,001e0610e540,metsense,htu21d,temperature,NA,9.01
2018/08/25 00:00:31,001e0610e540,metsense,tsys01,temperature,NA,19.75
2018/08/25 00:00:31,001e0611536c,metsense,bmp180,pressure,10030720,975.42
2018/08/25 00:00:31,001e0611536c,metsense,bmp180,temperature,26932,41.1
2018/08/25 00:00:31,001e0611536c,metsense,htu21d,humidity,42762,75.56
2018/08/25 00:00:31,001e0611536c,metsense,htu21d,temperature,24868,19.83
2018/08/25 00:00:33,001e0610ee43,metsense,bmp180,pressure,10761088,1003.16
2018/08/25 00:00:33,001e0610ee43,metsense,bmp180,temperature,23480,19.7
2018/08/25 00:00:33,001e0610ee43,metsense,htu21d,humidity,36642,63.89
2018/08/25 00:00:33,001e0610ee43,metsense,htu21d,temperature,25744,22.18
2018/08/25 00:00:33,001e0610ee43,metsense,tsys01,temperature,9729376,22.4
2018/08/25 00:00:34,001e0610e532,metsense,bmp180,pressure,9957800,995.78
2018/08/25 00:00:34,001e0610e532,metsense,bmp180,temperature,NA,23.0
2018/08/25 00:00:34,001e0610e532,metsense,htu21d,humidity,NA,65.55
2018/08/25 00:00:34,001e0610e532,metsense,htu21d,temperature,NA,22.4
2018/08/25 00:00:34,001e0610e532,metsense,tsys01,temperature,NA,22.94
2018/08/25 00:00:34,001e0610f05c,metsense,bmp180,pressure,11072736,1038.32
2018/08/25 00:00:34,001e0610f05c,metsense,bmp180,temperature,23474,19.6
2018/08/25 00:00:34,001e0610f05c,metsense,htu21d,temperature,24748,19.51
2018/08/25 00:00:34,001e0610f05c,metsense,tsys01,temperature,9666924,20.29
2018/08/25 00:00:36,001e0610e809,metsense,bmp180,pressure,9933100,993.31
2018/08/25 00:00:36,001e0610e809,metsense,bmp180,temperature,NA,20.2
2018/08/25 00:00:36,001e0610e809,metsense,htu21d,temperature,NA,19.36
2018/08/25 00:00:36,001e0610e809,metsense,tsys01,temperature,NA,-9.27
2018/08/25 00:00:38,001e06113ad8,metsense,bmp180,pressure,10168992,1017.23
2018/08/25 00:00:38,001e06113ad8,metsense,bmp180,temperature,28634,50.9
2018/08/25 00:00:38,001e06113ad8,metsense,htu21d,temperature,19216,4.67
2018/08/25 00:00:38,001e06113ad8,metsense,tsys01,temperature,9664598,20.21
2018/08/25 00:00:39,001e0610ee36,metsense,bmp180,pressure,10897088,1033.01
2018/08/25 00:00:39,001e0610ee36,metsense,bmp180,temperature,24284,24.9
2018/08/25 00:00:39,001e0610ee36,metsense,htu21d,humidity,37734,65.97
2018/08/25 00:00:39,001e0610ee36,metsense,htu21d,temperature,25612,21.82
2018/08/25 00:00:39,001e0610ee36,metsense,tsys01,temperature,9730380,22.43
2018/08/25 00:00:40,001e0610ee5d,metsense,bmp180,pressure,10955808,1035.42
2018/08/25 00:00:40,001e0610ee5d,metsense,bmp180,temperature,24044,23.3
2018/08/25 00:00:40,001e0610ee5d,metsense,htu21d,humidity,41834,73.79
2018/08/25 00:00:40,001e0610ee5d,metsense,htu21d,temperature,24856,19.8
2018/08/25 00:00:40,001e0610ee5d,metsense,tsys01,temperature,9672908,20.48
2018/08/25 00:00:40,001e0610ee82,metsense,bmp180,pressure,9917500,991.75
2018/08/25 00:00:40,001e0610ee82,metsense,bmp180,temperature,NA,20.2
2018/08/25 00:00:40,001e0610ee82,metsense,htu21d,humidity,NA,74.37
2018/08/25 00:00:40,001e0610ee82,metsense,htu21d,temperature,NA,20.55
2018/08/25 00:00:40,001e0610ee82,metsense,tsys01,temperature,NA,20.73
2018/08/25 00:00:41,001e06109416,metsense,bmp180,pressure,10866368,1069.96
2018/08/25 00:00:41,001e06109416,metsense,bmp180,temperature,26672,39.5
2018/08/25 00:00:41,001e06109416,metsense,htu21d,humidity,42514,75.09
2018/08/25 00:00:41,001e06109416,metsense,htu21d,temperature,24984,20.14
2018/08/25 00:00:41,001e06109416,metsense,tsys01,temperature,9642556,19.46
2018/08/25 00:00:41,001e0610ba8f,metsense,bmp180,pressure,9927400,992.74
2018/08/25 00:00:41,001e0610ba8f,metsense,bmp180,temperature,NA,21.05
2018/08/25 00:00:41,001e0610ba8f,metsense,htu21d,humidity,NA,77.69
2018/08/25 00:00:41,001e0610ba8f,metsense,htu21d,temperature,NA,20.33
2018/08/25 00:00:41,001e0610ba8f,metsense,tsys01,temperature,NA,21.08
2018/08/25 00:00:41,001e0610bc10,metsense,bmp180,pressure,10907712,1035.42
2018/08/25 00:00:41,001e0610bc10,metsense,bmp180,temperature,24352,25.3
2018/08/25 00:00:41,001e0610bc10,metsense,htu21d,humidity,43058,76.12
2018/08/25 00:00:41,001e0610bc10,metsense,htu21d,temperature,24780,19.59
2018/08/25 00:00:41,001e0610bc10,metsense,tsys01,temperature,9645140,19.55
2018/08/25 00:00:41,001e0610ee41,metsense,bmp180,pressure,9934300,993.43
2018/08/25 00:00:41,001e0610ee41,metsense,bmp180,temperature,NA,19.75
2018/08/25 00:00:41,001e0610ee41,metsense,htu21d,temperature,NA,19.42
2018/08/25 00:00:41,001e0610ee41,metsense,tsys01,temperature,NA,19.37
2018/08/25 00:00:41,001e061130f4,metsense,bmp180,pressure,10707296,990.42
2018/08/25 00:00:41,001e061130f4,metsense,bmp180,temperature,23112,17.2
2018/08/25 00:00:41,001e061130f4,metsense,htu21d,humidity,42734,75.5
2018/08/25 00:00:41,001e061130f4,metsense,htu21d,temperature,25056,20.33
2018/08/25 00:00:41,001e061130f4,metsense,tsys01,temperature,9674180,20.53
2018/08/25 00:00:41,001e06113a48,metsense,bmp180,pressure,9989024,960.22
2018/08/25 00:00:41,001e06113a48,metsense,bmp180,temperature,26251,37.0
2018/08/25 00:00:41,001e06113a48,metsense,htu21d,humidity,42150,74.39
2018/08/25 00:00:41,001e06113a48,metsense,htu21d,temperature,25124,20.51
2018/08/25 00:00:41,001e06113a48,metsense,tsys01,temperature,9668658,20.35
2018/08/25 00:00:41,001e06113f54,metsense,bmp180,pressure,10113792,1001.04
2018/08/25 00:00:41,001e06113f54,metsense,bmp180,temperature,27984,47.2
2018/08/25 00:00:41,001e06113f54,metsense,htu21d,humidity,44198,78.3
2018/08/25 00:00:41,001e06113f54,metsense,htu21d,temperature,24568,19.02
2018/08/25 00:00:41,001e06113f54,metsense,tsys01,temperature,9631746,19.09
2018/08/25 00:00:42,001e0611462f,metsense,bmp180,pressure,9624736,934.61
2018/08/25 00:00:42,001e0611462f,metsense,bmp180,temperature,27428,44.0
2018/08/25 00:00:42,001e0611462f,metsense,htu21d,humidity,41282,72.74
2018/08/25 00:00:42,001e0611462f,metsense,htu21d,temperature,24616,19.15
2018/08/25 00:00:42,001e0611462f,metsense,tsys01,temperature,9641676,19.43
2018/08/25 00:00:46,001e0610b9e9,metsense,bmp180,pressure,10732320,1017.84
2018/08/25 00:00:46,001e0610b9e9,metsense,bmp180,temperature,24496,26.2
2018/08/25 00:00:46,001e0610b9e9,metsense,htu21d,humidity,42386,74.84
2018/08/25 00:00:46,001e0610b9e9,metsense,htu21d,temperature,24700,19.38
2018/08/25 00:00:46,001e0610b9e9,metsense,tsys01,temperature,9661448,20.1
2018/08/25 00:00:46,001e0610ee33,metsense,bmp180,pressure,9926100,992.61
2018/08/25 00:00:46,001e0610ee33,metsense,bmp180,temperature,NA,20.75
2018/08/25 00:00:46,001e0610ee33,metsense,htu21d,humidity,NA,72.96
2018/08/25 00:00:46,001e0610ee33,metsense,htu21d,temperature,NA,20.64
2018/08/25 00:00:46,001e0610ee33,metsense,tsys01,temperature,NA,20.92
2018/08/25 00:00:46,001e061135cb,metsense,bmp180,pressure,9909900,990.99
2018/08/25 00:00:46,001e061135cb,metsense,bmp180,temperature,NA,19.2
2018/08/25 00:00:46,001e061135cb,metsense,htu21d,humidity,NA,80.06
2018/08/25 00:00:46,001e061135cb,metsense,htu21d,temperature,NA,19.27
2018/08/25 00:00:46,001e061135cb,metsense,tsys01,temperature,NA,19.85
2018/08/25 00:00:46,001e06113cf1,metsense,bmp180,pressure,10178016,1019.01
2018/08/25 00:00:46,001e06113cf1,metsense,bmp180,temperature,28680,51.2
2018/08/25 00:00:46,001e06113cf1,metsense,htu21d,humidity,41294,72.76
2018/08/25 00:00:46,001e06113cf1,metsense,htu21d,temperature,25028,20.26
2018/08/25 00:00:46,001e06113cf1,metsense,tsys01,temperature,9668892,20.35
2018/08/25 00:00:47,001e061146ba,metsense,bmp180,pressure,10155584,988.72
2018/08/25 00:00:47,001e061146ba,metsense,bmp180,temperature,26836,40.5
2018/08/25 00:00:47,001e061146ba,metsense,htu21d,humidity,43338,76.66
2018/08/25 00:00:47,001e061146ba,metsense,htu21d,temperature,24836,19.74
2018/08/25 00:00:47,001e061146ba,metsense,tsys01,temperature,9681030,20.76
2018/08/25 00:00:48,001e061144be,metsense,bmp180,pressure,9998688,985.37
2018/08/25 00:00:48,001e061144be,metsense,bmp180,temperature,27856,46.5
2018/08/25 00:00:48,001e061144be,metsense,htu21d,humidity,39918,70.13
2018/08/25 00:00:48,001e061144be,metsense,htu21d,temperature,25332,21.07
2018/08/25 00:00:48,001e061144be,metsense,tsys01,temperature,9715078,21.91
2018/08/25 00:00:49,001e0610bc12,metsense,bmp180,temperature,28784,51.8
2018/08/25 00:00:49,001e0610bc12,metsense,htu21d,humidity,43302,76.59
2018/08/25 00:00:49,001e0610bc12,metsense,htu21d,temperature,24816,19.69
2018/08/25 00:00:49,001e0610bc12,metsense,tsys01,temperature,9643814,19.5
2018/08/25 00:00:49,001e06115365,metsense,bmp180,pressure,10162464,1026.01
2018/08/25 00:00:49,001e06115365,metsense,bmp180,temperature,29290,54.6
2018/08/25 00:00:49,001e06115365,metsense,htu21d,humidity,37758,66.01
2018/08/25 00:00:49,001e06115365,metsense,htu21d,temperature,25632,21.88
2018/08/25 00:00:49,001e06115365,metsense,tsys01,temperature,9746420,22.97
2018/08/25 00:00:50,001e0610bbff,metsense,bmp180,pressure,9924000,992.4
2018/08/25 00:00:50,001e0610bbff,metsense,bmp180,temperature,NA,19.9
2018/08/25 00:00:50,001e0610bbff,metsense,tsys01,temperature,NA,19.99
2018/08/25 00:00:52,001e0610bbf9,metsense,bmp180,pressure,11015552,1015.49
2018/08/25 00:00:52,001e0610bbf9,metsense,bmp180,temperature,22610,13.8
2018/08/25 00:00:52,001e0610bbf9,metsense,htu21d,humidity,47386,84.38
2018/08/25 00:00:52,001e0610bbf9,metsense,htu21d,temperature,24368,18.49
2018/08/25 00:00:52,001e0610bbf9,metsense,tsys01,temperature,9641984,19.44
2018/08/25 00:00:52,001e0610ef27,metsense,bmp180,pressure,9937600,993.76
2018/08/25 00:00:52,001e0610ef27,metsense,bmp180,temperature,NA,20.4
2018/08/25 00:00:52,001e0610ef27,metsense,htu21d,temperature,NA,3.94
2018/08/25 00:00:52,001e0610ef27,metsense,tsys01,temperature,NA,20.08
2018/08/25 00:00:52,001e06113d22,metsense,bmp180,pressure,9626816,937.76
2018/08/25 00:00:52,001e06113d22,metsense,bmp180,temperature,27634,45.2
2018/08/25 00:00:52,001e06113d22,metsense,htu21d,humidity,46762,83.19
2018/08/25 00:00:52,001e06113d22,metsense,htu21d,temperature,24920,19.97
2018/08/25 00:00:52,001e06113d22,metsense,tsys01,temperature,9641174,19.41
2018/08/25 00:00:53,001e0610fb4c,metsense,bmp180,pressure,9923000,992.3
2018/08/25 00:00:53,001e0610fb4c,metsense,bmp180,temperature,NA,19.7
2018/08/25 00:00:53,001e0610fb4c,metsense,tsys01,temperature,NA,19.57
2018/08/25 00:00:53,001e06113acb,metsense,bmp180,pressure,10385536,1033.37
2018/08/25 00:00:53,001e06113acb,metsense,bmp180,temperature,27973,47.1
2018/08/25 00:00:53,001e06113acb,metsense,htu21d,humidity,43990,77.9
2018/08/25 00:00:53,001e06113acb,metsense,htu21d,temperature,24660,19.27
2018/08/25 00:00:53,001e06113acb,metsense,tsys01,temperature,9642130,19.44
2018/08/25 00:00:54,001e0610e537,metsense,bmp180,pressure,10584288,987.83
2018/08/25 00:00:54,001e0610e537,metsense,bmp180,temperature,23744,21.4
2018/08/25 00:00:54,001e0610e537,metsense,htu21d,humidity,41862,73.84
2018/08/25 00:00:54,001e0610e537,metsense,htu21d,temperature,24768,19.56
2018/08/25 00:00:54,001e0610e537,metsense,tsys01,temperature,9647498,19.63
2018/08/25 00:00:54,001e0610e540,metsense,bmp180,pressure,9959000,995.9
2018/08/25 00:00:54,001e0610e540,metsense,bmp180,temperature,NA,21.9
